min_price,max_price,VenueClass,num_links,seguidoresSpotify,popularidad,subsYT,peso_promotor,conciertos_del_artista_en_ciudad,num_noches,dias_Venta,dias_desde_finVenta,tiene_wiki,tiene_youtube,tiene_lastfm_url,tiene_twitter,tiene_instagram,tiene_itunes,tiene_homepage,NumGeneros,Adult Contemporary,Alternative,Alternative Rock,Ballads/Romantic,Blues,Classical,Classical/Vocal,Club Dance,Dance,Dance/Electronic,Flamenco,Folk,Funky Breaks,Hard Rock,Heavy Metal,Hip-Hop/Rap,Indie Pop,Jazz,Jazz Blues,K-Pop,Latin,Latin Pop,Metal,New Wave,Other,Performance Art,Pop,Pop Metal,Pop Rock,Pop Vocal,Psychedelic,R&B,Reggae,Rock,Singer-Songwriter,Soul,Urban,World
26.5,60.0,0,5,208232.0,45.0,132000.0,16,1.0,1,115,,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27.0,27.0,0,6,194.0,0.0,1716398.4314720812,65,1.0,1,150,,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20.0,20.0,0,7,261827.0,64.0,459000.0,65,1.0,1,122,,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
22.0,22.0,1,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,108,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
60.0,75.0,2,6,2632887.0,65.0,1600000.0,85,1.0,1,113,,0,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35.0,35.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,85,1.0,1,333,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
25.0,25.0,0,8,393109.0,59.0,704000.0,85,1.0,1,134,,0,1,0,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47.0,52.0,2,5,617811.0,57.0,199000.0,15,1.0,1,107,,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40.0,80.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,85,1.0,1,163,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
25.0,25.0,0,8,393109.0,59.0,704000.0,85,1.0,1,136,,0,1,0,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40.0,80.0,1,0,4564084.492307693,60.90461538461538,1716398.4314720812,85,1.0,1,164,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
25.0,25.0,0,8,393109.0,59.0,704000.0,85,1.0,1,137,,0,1,0,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35.0,35.0,0,9,3748624.0,77.0,1716398.4314720812,85,1.0,1,165,,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35.0,35.0,1,9,3748624.0,77.0,1716398.4314720812,85,1.0,1,166,,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20.0,20.0,0,7,261827.0,64.0,459000.0,65,1.0,1,128,,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
20.0,20.0,0,7,261827.0,64.0,459000.0,65,1.0,1,113,,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
30.0,30.0,0,6,179092.0,50.0,67000.0,65,2.0,2,129,,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,22.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,85,2.0,1,78,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
72.0,72.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,85,2.0,1,232,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47.0,52.0,1,5,617811.0,57.0,199000.0,15,1.0,1,177,,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,60.0,0,5,208232.0,45.0,132000.0,16,1.0,1,135,,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
72.0,72.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,85,2.0,1,123,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,22.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,85,2.0,1,226,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,22.0,1,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,233,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
27.0,27.0,0,6,194.0,0.0,1716398.4314720812,65,1.0,1,180,,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,23.0,0,6,202862.0,64.0,60100.0,85,1.0,1,159,,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,60.0,1,5,208232.0,45.0,132000.0,16,1.0,1,132,,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,22.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,129,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35.0,50.0,2,9,267447.0,50.0,55400.0,2,2.0,2,168,,1,1,0,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28.0,40.0,1,7,235341.0,61.0,203000.0,65,2.0,1,94,,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45.0,45.0,1,7,235341.0,61.0,203000.0,65,2.0,1,323,,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,60.0,0,5,208232.0,45.0,132000.0,16,1.0,1,151,,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47.0,52.0,2,5,617811.0,57.0,199000.0,15,1.0,1,130,,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20.0,20.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,14,1.0,1,121,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28.0,28.0,0,6,179092.0,50.0,67000.0,65,1.0,1,68,,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,60.0,0,5,208232.0,45.0,132000.0,16,1.0,1,190,,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36.6,36.6,0,8,660772.0,51.0,174000.0,6,1.0,1,136,,1,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30.0,30.0,0,6,179092.0,50.0,67000.0,65,1.0,1,100,,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26.5,60.0,0,5,208232.0,45.0,132000.0,16,1.0,1,191,,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27.0,27.0,0,6,194.0,0.0,1716398.4314720812,65,1.0,1,137,,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,22.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,172,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36.6,36.6,0,8,660772.0,51.0,174000.0,6,1.0,1,137,,1,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
36.6,36.6,1,8,660772.0,51.0,174000.0,6,1.0,1,101,,1,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
36.6,36.6,0,8,660772.0,51.0,174000.0,6,1.0,1,102,,1,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
20.0,20.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,14,1.0,1,106,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,22.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,185,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,18.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,143,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
36.6,36.6,0,8,660772.0,51.0,174000.0,6,1.0,1,141,,1,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30.0,30.0,0,6,179092.0,50.0,67000.0,65,1.0,1,107,,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20.0,20.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,14,1.0,1,198,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,60.0,0,5,208232.0,45.0,132000.0,16,1.0,1,383,,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47.0,52.0,1,5,617811.0,57.0,199000.0,15,1.0,1,144,,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,22.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,156,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,18.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,144,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
36.6,36.6,0,8,660772.0,51.0,174000.0,6,1.0,1,142,,1,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
27.0,27.0,0,7,155448.0,56.0,1716398.4314720812,65,1.0,1,108,,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
65.0,240.0,2,7,7029689.0,73.0,1716398.4314720812,85,1.0,1,92,,0,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40.0,70.0,2,5,617811.0,57.0,199000.0,15,2.0,2,92,,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30.0,30.0,0,8,9758817.0,80.0,3040000.0,85,1.0,1,161,,0,1,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,22.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,364,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,60.0,3,0,4564084.492307693,60.90461538461538,1716398.4314720812,3,1.0,1,150,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20.0,20.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,162,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27.0,27.0,0,7,155448.0,56.0,1716398.4314720812,65,1.0,1,148,,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20.0,20.0,0,7,261827.0,64.0,459000.0,65,2.0,2,98,,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
22.0,22.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,158,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,38.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,151,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
18.0,18.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,228,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27.0,27.0,0,7,155448.0,56.0,1716398.4314720812,65,1.0,1,144,,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38.0,38.0,2,0,4564084.492307693,60.90461538461538,1716398.4314720812,85,1.0,1,104,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27.0,27.0,0,6,194.0,0.0,1716398.4314720812,65,1.0,1,97,,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,38.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,192,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
28.0,28.0,0,6,179092.0,50.0,67000.0,65,1.0,1,234,,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40.0,70.0,1,5,617811.0,57.0,199000.0,6,2.0,2,212,,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
38.0,42.0,1,0,4564084.492307693,60.90461538461538,1716398.4314720812,85,1.0,1,170,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
39.0,100.0,1,9,5081259.0,85.0,5330000.0,85,1.0,1,100,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37.0,90.0,2,9,5081259.0,85.0,5330000.0,85,1.0,1,192,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15.0,15.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1.0,1,193,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30.0,30.0,0,6,179092.0,50.0,67000.0,65,1.0,1,173,,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
65.0,250.0,1,10,7470993.0,76.0,5320000.0,85,1.0,1,218,,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47.0,52.0,2,5,617811.0,57.0,199000.0,6,1.0,1,295,,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18.0,18.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,177,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
55.0,175.0,2,10,3441730.0,69.0,1716398.4314720812,85,1.0,1,163,,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
65.0,200.0,3,10,106263586.0,100.0,1716398.4314720812,1,3.0,2,192,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,22.0,0,0,4564084.492307693,60.90461538461538,1716398.4314720812,65,1.0,1,322,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
